id_person,cal_yr,age_grp,sex,sch_grp,weight
2285,2021,35–39,M,C,408.76314751440265
2286,2021,35–39,M,C,408.76314751440265
2287,2021,35–39,M,C,408.76314751440265
2288,2021,35–39,M,C,408.76314751440265
2289,2021,35–39,M,C,408.76314751440265
2290,2021,35–39,M,C,408.76314751440265
2291,2021,35–39,M,C,408.76314751440265
2292,2021,35–39,M,C,408.76314751440265
2293,2021,35–39,M,C,408.76314751440265
2294,2021,35–39,M,C,408.76314751440265
2295,2021,35–39,M,C,408.76314751440265
2296,2021,35–39,M,C,408.76314751440265
2297,2021,35–39,M,C,408.76314751440265
2298,2021,35–39,M,C,408.76314751440265
2299,2021,35–39,M,C,408.76314751440265
2300,2021,35–39,M,C,408.76314751440265
2301,2021,35–39,M,C,408.76314751440265
2302,2021,35–39,M,C,408.76314751440265
2303,2021,35–39,M,C,408.76314751440265
2304,2021,35–39,M,C,408.76314751440265
2305,2021,35–39,M,C,408.76314751440265
2306,2021,35–39,M,C,408.76314751440265
2307,2021,35–39,M,C,408.76314751440265
2308,2021,35–39,M,C,408.76314751440265
2309,2021,35–39,M,C,408.76314751440265
2310,2021,35–39,M,C,408.76314751440265
2311,2021,35–39,M,C,408.76314751440265
2312,2021,35–39,M,C,408.76314751440265
2313,2021,35–39,M,C,408.76314751440265
2314,2021,35–39,M,C,408.76314751440265
2315,2021,35–39,M,C,408.76314751440265
2316,2021,35–39,M,C,408.76314751440265
2317,2021,35–39,M,C,408.76314751440265
2318,2021,35–39,M,C,408.76314751440265
2319,2021,35–39,M,C,408.76314751440265
2320,2021,35–39,M,C,408.76314751440265
2321,2021,35–39,M,C,408.76314751440265
2322,2021,35–39,M,C,408.76314751440265
2323,2021,35–39,M,C,408.76314751440265
2324,2021,35–39,M,C,408.76314751440265
2325,2021,35–39,M,C,408.76314751440265
2326,2021,35–39,M,C,408.76314751440265
2327,2021,35–39,M,C,408.76314751440265
2328,2021,35–39,M,C,408.76314751440265
2329,2021,35–39,M,C,408.76314751440265
2330,2021,35–39,M,C,408.76314751440265
2331,2021,35–39,M,C,408.76314751440265
2332,2021,35–39,M,C,408.76314751440265
2333,2021,35–39,M,C,408.76314751440265
2334,2021,35–39,M,C,408.76314751440265
2335,2021,35–39,M,C,408.76314751440265
2336,2021,35–39,M,C,408.76314751440265
2337,2021,35–39,M,C,408.76314751440265
2338,2021,35–39,M,C,408.76314751440265
2339,2021,35–39,M,C,408.76314751440265
2340,2021,35–39,M,C,408.76314751440265
2341,2021,35–39,M,C,408.76314751440265
2342,2021,35–39,M,C,408.76314751440265
2343,2021,35–39,M,C,408.76314751440265
2344,2021,35–39,M,C,408.76314751440265
2345,2021,35–39,M,C,408.76314751440265
2346,2021,35–39,M,C,408.76314751440265
2347,2021,35–39,M,C,408.76314751440265
2348,2021,35–39,M,C,408.76314751440265
2349,2021,35–39,M,C,408.76314751440265
2350,2021,35–39,M,C,408.76314751440265
2351,2021,35–39,M,C,408.76314751440265
2352,2021,35–39,M,C,408.76314751440265
2353,2021,35–39,M,C,408.76314751440265
2354,2021,35–39,M,C,408.76314751440265
2355,2021,35–39,M,C,408.76314751440265
2356,2021,35–39,M,C,408.76314751440265
2357,2021,35–39,M,C,408.76314751440265
2358,2021,35–39,M,C,408.76314751440265
2359,2021,35–39,M,C,408.76314751440265
2360,2021,35–39,M,C,408.76314751440265
2361,2021,35–39,M,C,408.76314751440265
2362,2021,35–39,M,C,408.76314751440265
2363,2021,35–39,M,C,408.76314751440265
2364,2021,35–39,M,C,408.76314751440265
2365,2021,35–39,M,C,408.76314751440265
2366,2021,35–39,M,C,408.76314751440265
2367,2021,35–39,M,C,408.76314751440265
2368,2021,35–39,M,C,408.76314751440265
2369,2021,35–39,M,C,408.76314751440265
2370,2021,35–39,M,C,408.76314751440265
2371,2021,35–39,M,C,408.76314751440265
2372,2021,35–39,M,C,408.76314751440265
2373,2021,35–39,M,C,408.76314751440265
2374,2021,35–39,M,C,408.76314751440265
2375,2021,35–39,M,C,408.76314751440265
2376,2021,35–39,M,C,408.76314751440265
2377,2021,35–39,M,C,408.76314751440265
2378,2021,35–39,M,C,408.76314751440265
2379,2021,35–39,M,C,408.76314751440265
2380,2021,35–39,M,C,408.76314751440265
2381,2021,35–39,M,C,408.76314751440265
2382,2021,35–39,M,C,408.76314751440265
2383,2021,35–39,M,C,408.76314751440265
2384,2021,35–39,M,C,408.76314751440265
2385,2021,35–39,M,C,408.76314751440265
2386,2021,35–39,M,C,408.76314751440265
2387,2021,35–39,M,C,408.76314751440265
2388,2021,35–39,M,C,408.76314751440265
2389,2021,35–39,M,C,408.76314751440265
2390,2021,35–39,M,C,408.76314751440265
2391,2021,35–39,M,C,408.76314751440265
2392,2021,35–39,M,C,408.76314751440265
2393,2021,35–39,M,C,408.76314751440265
2394,2021,35–39,M,C,408.76314751440265
2395,2021,35–39,M,C,408.76314751440265
2396,2021,35–39,M,C,408.76314751440265
2397,2021,35–39,M,C,408.76314751440265
2398,2021,35–39,M,C,408.76314751440265
2399,2021,35–39,M,C,408.76314751440265
2400,2021,35–39,M,C,408.76314751440265
2401,2021,35–39,M,C,408.76314751440265
2402,2021,35–39,M,C,408.76314751440265
2403,2021,35–39,M,C,408.76314751440265
2404,2021,35–39,M,C,408.76314751440265
2405,2021,35–39,M,C,408.76314751440265
2406,2021,35–39,M,C,408.76314751440265
2407,2021,35–39,M,C,408.76314751440265
2408,2021,35–39,M,C,408.76314751440265
2409,2021,35–39,M,C,408.76314751440265
2410,2021,35–39,M,C,408.76314751440265
2411,2021,35–39,M,C,408.76314751440265
2412,2021,35–39,M,C,408.76314751440265
2413,2021,35–39,M,C,408.76314751440265
2414,2021,35–39,M,C,408.76314751440265
2415,2021,35–39,M,C,408.76314751440265
2416,2021,35–39,M,C,408.76314751440265
2417,2021,35–39,M,C,408.76314751440265
2418,2021,35–39,M,C,408.76314751440265
2419,2021,35–39,M,C,408.76314751440265
2420,2021,35–39,M,C,408.76314751440265
2421,2021,35–39,M,C,408.76314751440265
2422,2021,35–39,M,C,408.76314751440265
2423,2021,35–39,M,C,408.76314751440265
2424,2021,35–39,M,C,408.76314751440265
2425,2021,35–39,M,C,408.76314751440265
2426,2021,35–39,M,C,408.76314751440265
2427,2021,35–39,M,C,408.76314751440265
2428,2021,35–39,M,C,408.76314751440265
2429,2021,35–39,M,C,408.76314751440265
2430,2021,35–39,M,C,408.76314751440265
2431,2021,35–39,M,C,408.76314751440265
2432,2021,35–39,M,C,408.76314751440265
2433,2021,35–39,M,C,408.76314751440265
2434,2021,35–39,M,C,408.76314751440265
2435,2021,35–39,M,C,408.76314751440265
2436,2021,35–39,M,C,408.76314751440265
2437,2021,35–39,M,C,408.76314751440265
2438,2021,35–39,M,C,408.76314751440265
2439,2021,35–39,M,C,408.76314751440265
2440,2021,35–39,M,C,408.76314751440265
2441,2021,35–39,M,C,408.76314751440265
2442,2021,35–39,M,C,408.76314751440265
2443,2021,35–39,M,C,408.76314751440265
2444,2021,35–39,M,C,408.76314751440265
2445,2021,35–39,M,C,408.76314751440265
2446,2021,35–39,M,C,408.76314751440265
2447,2021,35–39,M,C,408.76314751440265
2448,2021,35–39,M,C,408.76314751440265
2449,2021,35–39,M,C,408.76314751440265
2450,2021,35–39,M,C,408.76314751440265
2451,2021,35–39,M,C,408.76314751440265
2452,2021,35–39,M,C,408.76314751440265
2453,2021,35–39,M,C,408.76314751440265
2454,2021,35–39,M,C,408.76314751440265
2455,2021,35–39,M,C,408.76314751440265
2456,2021,35–39,M,C,408.76314751440265
2457,2021,35–39,M,C,408.76314751440265
2458,2021,35–39,M,C,408.76314751440265
2459,2021,35–39,M,C,408.76314751440265
2460,2021,35–39,M,C,408.76314751440265
2461,2021,35–39,M,C,408.76314751440265
2462,2021,35–39,M,C,408.76314751440265
2463,2021,35–39,M,C,408.76314751440265
2464,2021,35–39,M,C,408.76314751440265
2465,2021,35–39,M,C,408.76314751440265
2466,2021,35–39,M,C,408.76314751440265
2467,2021,35–39,M,C,408.76314751440265
2468,2021,35–39,M,C,408.76314751440265
2469,2021,35–39,M,C,408.76314751440265
2470,2021,35–39,M,C,408.76314751440265
2471,2021,35–39,M,C,408.76314751440265
2472,2021,35–39,M,C,408.76314751440265
2473,2021,35–39,M,C,408.76314751440265
2474,2021,35–39,M,C,408.76314751440265
2475,2021,35–39,M,C,408.76314751440265
2476,2021,35–39,M,C,408.76314751440265
2477,2021,35–39,M,C,408.76314751440265
2478,2021,35–39,M,C,408.76314751440265
2479,2021,35–39,M,C,408.76314751440265
2480,2021,35–39,M,C,408.76314751440265
2481,2021,35–39,M,C,408.76314751440265
2482,2021,35–39,M,C,408.76314751440265
2483,2021,35–39,M,C,408.76314751440265
2484,2021,35–39,M,C,408.76314751440265
2485,2021,35–39,M,C,408.76314751440265
2486,2021,35–39,M,C,408.76314751440265
2487,2021,35–39,M,C,408.76314751440265
2488,2021,35–39,M,C,408.76314751440265
2489,2021,35–39,M,C,408.76314751440265
2490,2021,35–39,M,C,408.76314751440265
2491,2021,35–39,M,C,408.76314751440265
2492,2021,35–39,M,C,408.76314751440265
2493,2021,35–39,M,C,408.76314751440265
2494,2021,35–39,M,C,408.76314751440265
2495,2021,35–39,M,C,408.76314751440265
2496,2021,35–39,M,C,408.76314751440265
2497,2021,35–39,M,C,408.76314751440265
2498,2021,35–39,M,C,408.76314751440265
2499,2021,35–39,M,C,408.76314751440265
2500,2021,35–39,M,C,408.76314751440265
2501,2021,35–39,M,C,408.76314751440265
2502,2021,35–39,M,C,408.76314751440265
2503,2021,35–39,M,C,408.76314751440265
2504,2021,35–39,M,C,408.76314751440265
2505,2021,35–39,M,C,408.76314751440265
2506,2021,35–39,M,C,408.76314751440265
2507,2021,35–39,M,C,408.76314751440265
2508,2021,35–39,M,C,408.76314751440265
2509,2021,35–39,M,C,408.76314751440265
2510,2021,35–39,M,C,408.76314751440265
2511,2021,35–39,M,C,408.76314751440265
2512,2021,35–39,M,C,408.76314751440265
2513,2021,35–39,M,C,408.76314751440265
2514,2021,35–39,M,C,408.76314751440265
2515,2021,35–39,M,C,408.76314751440265
2516,2021,35–39,M,C,408.76314751440265
2517,2021,35–39,M,C,408.76314751440265
2518,2021,35–39,M,C,408.76314751440265
2519,2021,35–39,M,C,408.76314751440265
2520,2021,35–39,M,C,408.76314751440265
2521,2021,35–39,M,C,408.76314751440265
2522,2021,35–39,M,C,408.76314751440265
2523,2021,35–39,M,C,408.76314751440265
2524,2021,35–39,M,C,408.76314751440265
2525,2021,35–39,M,C,408.76314751440265
2526,2021,35–39,M,C,408.76314751440265
2527,2021,35–39,M,C,408.76314751440265
2528,2021,35–39,M,C,408.76314751440265
2529,2021,35–39,M,C,408.76314751440265
2530,2021,35–39,M,C,408.76314751440265
2531,2021,35–39,M,C,408.76314751440265
2532,2021,35–39,M,C,408.76314751440265
2533,2021,35–39,M,C,408.76314751440265
2534,2021,35–39,M,C,408.76314751440265
2535,2021,35–39,M,C,408.76314751440265
2536,2021,35–39,M,N,2210.119550439883
2537,2021,35–39,M,N,2210.119550439883
2538,2021,35–39,M,N,2210.119550439883
2539,2021,35–39,M,N,2210.119550439883
2540,2021,35–39,M,N,2210.119550439883
2541,2021,35–39,M,N,2210.119550439883
2542,2021,35–39,M,N,2210.119550439883
2543,2021,35–39,M,N,2210.119550439883
2544,2021,35–39,M,N,2210.119550439883
2545,2021,35–39,M,N,2210.119550439883
2546,2021,35–39,M,N,2210.119550439883
2547,2021,35–39,M,N,2210.119550439883
2548,2021,35–39,M,N,2210.119550439883
2549,2021,35–39,M,N,2210.119550439883
2550,2021,35–39,M,N,2210.119550439883
2551,2021,35–39,M,N,2210.119550439883
2552,2021,35–39,M,N,2210.119550439883
2553,2021,35–39,M,N,2210.119550439883
2554,2021,35–39,M,N,2210.119550439883
2555,2021,35–39,M,N,2210.119550439883
2556,2021,35–39,M,N,2210.119550439883
2557,2021,35–39,M,N,2210.119550439883
2558,2021,35–39,M,N,2210.119550439883
2559,2021,35–39,M,N,2210.119550439883
2560,2021,35–39,M,N,2210.119550439883
2561,2021,35–39,M,N,2210.119550439883
2562,2021,35–39,M,N,2210.119550439883
2563,2021,35–39,M,N,2210.119550439883
2564,2021,35–39,M,N,2210.119550439883
2565,2021,35–39,M,N,2210.119550439883
2566,2021,35–39,M,N,2210.119550439883
2567,2021,35–39,M,N,2210.119550439883
2568,2021,35–39,M,N,2210.119550439883
2569,2021,35–39,M,N,2210.119550439883
2570,2021,35–39,M,N,2210.119550439883
2571,2021,35–39,M,N,2210.119550439883
2572,2021,35–39,M,N,2210.119550439883
2573,2021,35–39,M,N,2210.119550439883
2574,2021,35–39,M,N,2210.119550439883
2575,2021,35–39,M,N,2210.119550439883
2576,2021,35–39,M,N,2210.119550439883
2577,2021,35–39,M,N,2210.119550439883
2578,2021,35–39,M,N,2210.119550439883
2579,2021,35–39,M,N,2210.119550439883
2580,2021,35–39,M,N,2210.119550439883
2581,2021,35–39,M,N,2210.119550439883
2582,2021,35–39,M,N,2210.119550439883
2583,2021,35–39,M,N,2210.119550439883
2584,2021,35–39,M,N,2210.119550439883
2585,2021,35–39,M,N,2210.119550439883
2586,2021,35–39,M,N,2210.119550439883
2587,2021,35–39,M,N,2210.119550439883
2588,2021,35–39,M,N,2210.119550439883
2589,2021,35–39,M,N,2210.119550439883
2590,2021,35–39,M,N,2210.119550439883
2591,2021,35–39,M,N,2210.119550439883
2592,2021,35–39,M,N,2210.119550439883
2593,2021,35–39,M,N,2210.119550439883
2594,2021,35–39,M,N,2210.119550439883
2595,2021,35–39,M,N,2210.119550439883
2596,2021,35–39,M,N,2210.119550439883
2597,2021,35–39,M,N,2210.119550439883
2598,2021,35–39,M,N,2210.119550439883
2599,2021,35–39,M,N,2210.119550439883
2600,2021,35–39,M,N,2210.119550439883
2601,2021,35–39,M,N,2210.119550439883
2602,2021,35–39,M,N,2210.119550439883
2603,2021,35–39,M,N,2210.119550439883
2604,2021,35–39,M,N,2210.119550439883
2605,2021,35–39,M,N,2210.119550439883
2606,2021,35–39,M,N,2210.119550439883
2607,2021,35–39,M,N,2210.119550439883
2608,2021,35–39,M,N,2210.119550439883
2609,2021,35–39,M,N,2210.119550439883
2610,2021,35–39,M,N,2210.119550439883
2611,2021,35–39,M,N,2210.119550439883
2612,2021,35–39,M,N,2210.119550439883
2613,2021,35–39,M,N,2210.119550439883
2614,2021,35–39,M,N,2210.119550439883
2615,2021,35–39,M,N,2210.119550439883
2616,2021,35–39,M,N,2210.119550439883
2617,2021,35–39,M,N,2210.119550439883
2618,2021,35–39,M,N,2210.119550439883
2619,2021,35–39,M,N,2210.119550439883
2620,2021,35–39,M,N,2210.119550439883
2621,2021,35–39,M,N,2210.119550439883
2622,2021,35–39,M,N,2210.119550439883
2623,2021,35–39,M,N,2210.119550439883
2624,2021,35–39,M,N,2210.119550439883
2625,2021,35–39,M,N,2210.119550439883
2626,2021,35–39,M,N,2210.119550439883
2627,2021,35–39,M,N,2210.119550439883
2628,2021,35–39,M,N,2210.119550439883
2629,2021,35–39,M,N,2210.119550439883
2630,2021,35–39,M,N,2210.119550439883
2631,2021,35–39,M,N,2210.119550439883
2632,2021,35–39,M,N,2210.119550439883
2633,2021,35–39,M,N,2210.119550439883
2634,2021,35–39,M,N,2210.119550439883
2635,2021,35–39,M,N,2210.119550439883
2636,2021,35–39,M,N,2210.119550439883
2637,2021,35–39,M,N,2210.119550439883
2638,2021,35–39,M,N,2210.119550439883
2639,2021,35–39,M,N,2210.119550439883
2640,2021,35–39,M,N,2210.119550439883
2641,2021,35–39,M,N,2210.119550439883
2642,2021,35–39,M,N,2210.119550439883
2643,2021,35–39,M,N,2210.119550439883
2644,2021,35–39,M,N,2210.119550439883
2645,2021,35–39,M,N,2210.119550439883
2646,2021,35–39,M,N,2210.119550439883
2647,2021,35–39,M,N,2210.119550439883
2648,2021,35–39,M,N,2210.119550439883
2649,2021,35–39,M,N,2210.119550439883
2650,2021,35–39,M,N,2210.119550439883
2651,2021,35–39,M,N,2210.119550439883
2652,2021,35–39,M,N,2210.119550439883
2653,2021,35–39,M,N,2210.119550439883
2654,2021,35–39,M,N,2210.119550439883
2655,2021,35–39,M,N,2210.119550439883
2656,2021,35–39,M,N,2210.119550439883
2657,2021,35–39,M,N,2210.119550439883
2658,2021,35–39,M,N,2210.119550439883
2659,2021,35–39,M,N,2210.119550439883
2660,2021,35–39,M,N,2210.119550439883
2661,2021,35–39,M,N,2210.119550439883
2662,2021,35–39,M,N,2210.119550439883
2663,2021,35–39,M,N,2210.119550439883
2664,2021,35–39,M,N,2210.119550439883
2665,2021,35–39,M,N,2210.119550439883
2666,2021,35–39,M,N,2210.119550439883
2667,2021,35–39,M,N,2210.119550439883
2668,2021,35–39,M,N,2210.119550439883
2669,2021,35–39,M,N,2210.119550439883
2670,2021,35–39,M,N,2210.119550439883
2671,2021,35–39,M,N,2210.119550439883
2672,2021,35–39,M,N,2210.119550439883
2673,2021,35–39,M,N,2210.119550439883
2674,2021,35–39,M,N,2210.119550439883
2675,2021,35–39,M,N,2210.119550439883
2676,2021,35–39,M,N,2210.119550439883
2677,2021,35–39,M,N,2210.119550439883
2678,2021,35–39,M,N,2210.119550439883
2679,2021,35–39,M,N,2210.119550439883
2680,2021,35–39,M,N,2210.119550439883
2681,2021,35–39,M,N,2210.119550439883
2682,2021,35–39,M,N,2210.119550439883
2683,2021,35–39,M,N,2210.119550439883
2684,2021,35–39,M,N,2210.119550439883
2685,2021,35–39,M,N,2210.119550439883
2686,2021,35–39,M,N,2210.119550439883
2687,2021,35–39,M,N,2210.119550439883
2688,2021,35–39,M,N,2210.119550439883
2689,2021,35–39,M,N,2210.119550439883
2690,2021,35–39,M,N,2210.119550439883
2691,2021,35–39,M,N,2210.119550439883
2692,2021,35–39,M,N,2210.119550439883
2693,2021,35–39,M,N,2210.119550439883
2694,2021,35–39,M,N,2210.119550439883
2695,2021,35–39,M,N,2210.119550439883
2696,2021,35–39,M,N,2210.119550439883
2697,2021,35–39,M,N,2210.119550439883
2698,2021,35–39,M,N,2210.119550439883
2699,2021,35–39,M,N,2210.119550439883
2700,2021,35–39,M,N,2210.119550439883
2701,2021,35–39,M,N,2210.119550439883
2702,2021,35–39,M,N,2210.119550439883
2703,2021,35–39,M,N,2210.119550439883
2704,2021,35–39,M,N,2210.119550439883
2705,2021,35–39,M,N,2210.119550439883
2706,2021,35–39,M,N,2210.119550439883
2707,2021,35–39,M,N,2210.119550439883
2708,2021,35–39,M,N,2210.119550439883
2709,2021,35–39,M,N,2210.119550439883
2710,2021,35–39,M,N,2210.119550439883
2711,2021,35–39,M,N,2210.119550439883
2712,2021,35–39,M,N,2210.119550439883
2713,2021,35–39,M,N,2210.119550439883
2714,2021,35–39,M,N,2210.119550439883
2715,2021,35–39,M,N,2210.119550439883
2716,2021,35–39,M,N,2210.119550439883
2717,2021,35–39,M,N,2210.119550439883
2718,2021,35–39,M,N,2210.119550439883
2719,2021,35–39,M,N,2210.119550439883
2720,2021,35–39,M,N,2210.119550439883
2721,2021,35–39,M,N,2210.119550439883
2722,2021,35–39,M,N,2210.119550439883
2723,2021,35–39,M,N,2210.119550439883
2724,2021,35–39,M,N,2210.119550439883
2725,2021,35–39,M,N,2210.119550439883
2726,2021,35–39,M,N,2210.119550439883
2727,2021,35–39,M,N,2210.119550439883
2728,2021,35–39,M,N,2210.119550439883
2729,2021,35–39,M,N,2210.119550439883
2730,2021,35–39,M,N,2210.119550439883
2731,2021,35–39,M,N,2210.119550439883
2732,2021,35–39,M,N,2210.119550439883
2733,2021,35–39,M,N,2210.119550439883
2734,2021,35–39,M,N,2210.119550439883
2735,2021,35–39,M,N,2210.119550439883
2736,2021,35–39,M,N,2210.119550439883
2737,2021,35–39,M,N,2210.119550439883
2738,2021,35–39,M,N,2210.119550439883
2739,2021,35–39,M,N,2210.119550439883
2740,2021,35–39,M,N,2210.119550439883
2741,2021,35–39,M,N,2210.119550439883
2742,2021,35–39,M,N,2210.119550439883
2743,2021,35–39,M,N,2210.119550439883
2744,2021,35–39,M,N,2210.119550439883
2745,2021,35–39,M,N,2210.119550439883
2746,2021,35–39,M,N,2210.119550439883
2747,2021,35–39,M,N,2210.119550439883
2748,2021,35–39,M,N,2210.119550439883
2749,2021,35–39,M,N,2210.119550439883
2750,2021,35–39,M,N,2210.119550439883
2751,2021,35–39,M,N,2210.119550439883
2752,2021,35–39,M,N,2210.119550439883
2753,2021,35–39,M,N,2210.119550439883
2754,2021,35–39,M,N,2210.119550439883
2755,2021,35–39,M,N,2210.119550439883
2756,2021,35–39,M,N,2210.119550439883
2757,2021,35–39,M,N,2210.119550439883
2758,2021,35–39,M,N,2210.119550439883
2759,2021,35–39,M,N,2210.119550439883
2760,2021,35–39,M,N,2210.119550439883
2761,2021,35–39,M,N,2210.119550439883
2762,2021,35–39,M,N,2210.119550439883
2763,2021,35–39,M,N,2210.119550439883
2764,2021,35–39,M,N,2210.119550439883
2765,2021,35–39,M,N,2210.119550439883
2766,2021,35–39,M,N,2210.119550439883
2767,2021,35–39,M,N,2210.119550439883
2768,2021,35–39,M,N,2210.119550439883
2769,2021,35–39,M,N,2210.119550439883
2770,2021,35–39,M,N,2210.119550439883
2771,2021,35–39,M,N,2210.119550439883
2772,2021,35–39,M,N,2210.119550439883
2773,2021,35–39,M,N,2210.119550439883
2774,2021,35–39,M,N,2210.119550439883
2775,2021,35–39,M,N,2210.119550439883
2776,2021,35–39,M,N,2210.119550439883
2777,2021,35–39,M,N,2210.119550439883
2778,2021,35–39,M,N,2210.119550439883
2779,2021,35–39,M,N,2210.119550439883
2780,2021,35–39,M,N,2210.119550439883
2781,2021,35–39,M,N,2210.119550439883
2782,2021,35–39,M,N,2210.119550439883
2783,2021,35–39,M,N,2210.119550439883
2784,2021,35–39,M,N,2210.119550439883
2785,2021,35–39,M,N,2210.119550439883
2786,2021,35–39,M,N,2210.119550439883
2787,2021,35–39,M,N,2210.119550439883
2788,2021,35–39,M,N,2210.119550439883
2789,2021,35–39,M,N,2210.119550439883
2790,2021,35–39,M,N,2210.119550439883
2791,2021,35–39,M,N,2210.119550439883
2792,2021,35–39,M,N,2210.119550439883
2793,2021,35–39,M,N,2210.119550439883
2794,2021,35–39,M,N,2210.119550439883
2795,2021,35–39,M,N,2210.119550439883
2796,2021,35–39,M,N,2210.119550439883
2797,2021,35–39,M,N,2210.119550439883
2798,2021,35–39,M,N,2210.119550439883
2799,2021,35–39,M,N,2210.119550439883
2800,2021,35–39,M,N,2210.119550439883
2801,2021,35–39,M,N,2210.119550439883
2802,2021,35–39,M,N,2210.119550439883
2803,2021,35–39,M,N,2210.119550439883
2804,2021,35–39,M,N,2210.119550439883
2805,2021,35–39,M,N,2210.119550439883
2806,2021,35–39,M,N,2210.119550439883
2807,2021,35–39,M,N,2210.119550439883
2808,2021,35–39,M,N,2210.119550439883
2809,2021,35–39,M,N,2210.119550439883
2810,2021,35–39,M,N,2210.119550439883
2811,2021,35–39,M,N,2210.119550439883
2812,2021,35–39,M,N,2210.119550439883
2813,2021,35–39,M,N,2210.119550439883
2814,2021,35–39,M,N,2210.119550439883
2815,2021,35–39,M,N,2210.119550439883
2816,2021,35–39,M,N,2210.119550439883
2817,2021,35–39,M,N,2210.119550439883
2818,2021,35–39,M,N,2210.119550439883
2819,2021,35–39,M,N,2210.119550439883
2820,2021,35–39,M,N,2210.119550439883
2821,2021,35–39,M,N,2210.119550439883
2822,2021,35–39,M,N,2210.119550439883
2823,2021,35–39,M,N,2210.119550439883
2824,2021,35–39,M,N,2210.119550439883
2825,2021,35–39,M,N,2210.119550439883
2826,2021,35–39,M,N,2210.119550439883
2827,2021,35–39,M,N,2210.119550439883
2828,2021,35–39,M,N,2210.119550439883
2829,2021,35–39,M,N,2210.119550439883
2830,2021,35–39,M,N,2210.119550439883
2831,2021,35–39,M,N,2210.119550439883
2832,2021,35–39,M,N,2210.119550439883
2833,2021,35–39,M,N,2210.119550439883
2834,2021,35–39,M,N,2210.119550439883
2835,2021,35–39,M,N,2210.119550439883
2836,2021,35–39,M,N,2210.119550439883
2837,2021,35–39,M,N,2210.119550439883
2838,2021,35–39,M,N,2210.119550439883
2839,2021,35–39,M,N,2210.119550439883
2840,2021,35–39,M,N,2210.119550439883
2841,2021,35–39,M,N,2210.119550439883
2842,2021,35–39,M,N,2210.119550439883
2843,2021,35–39,M,N,2210.119550439883
2844,2021,35–39,M,N,2210.119550439883
2845,2021,35–39,M,N,2210.119550439883
2846,2021,35–39,M,N,2210.119550439883
2847,2021,35–39,M,N,2210.119550439883
2848,2021,35–39,M,N,2210.119550439883
2849,2021,35–39,M,N,2210.119550439883
2850,2021,35–39,M,N,2210.119550439883
2851,2021,35–39,M,N,2210.119550439883
2852,2021,35–39,M,N,2210.119550439883
2853,2021,35–39,M,N,2210.119550439883
2854,2021,35–39,M,N,2210.119550439883
2855,2021,35–39,M,N,2210.119550439883
2856,2021,35–39,M,N,2210.119550439883
2857,2021,35–39,M,N,2210.119550439883
2858,2021,35–39,M,N,2210.119550439883
2859,2021,35–39,M,N,2210.119550439883
2860,2021,35–39,M,N,2210.119550439883
2861,2021,35–39,M,N,2210.119550439883
2862,2021,35–39,M,N,2210.119550439883
2863,2021,35–39,M,N,2210.119550439883
2864,2021,35–39,M,N,2210.119550439883
2865,2021,35–39,M,N,2210.119550439883
2866,2021,35–39,M,N,2210.119550439883
2867,2021,35–39,M,N,2210.119550439883
2868,2021,35–39,M,N,2210.119550439883
2869,2021,35–39,M,N,2210.119550439883
2870,2021,35–39,M,N,2210.119550439883
2871,2021,35–39,M,N,2210.119550439883
2872,2021,35–39,M,N,2210.119550439883
2873,2021,35–39,M,N,2210.119550439883
2874,2021,35–39,M,N,2210.119550439883
2875,2021,35–39,M,N,2210.119550439883
2876,2021,35–39,M,N,2210.119550439883
2877,2021,40–44,M,C,409.3081654616262
2878,2021,40–44,M,C,409.3081654616262
2879,2021,40–44,M,C,409.3081654616262
2880,2021,40–44,M,C,409.3081654616262
2881,2021,40–44,M,C,409.3081654616262
2882,2021,40–44,M,C,409.3081654616262
2883,2021,40–44,M,C,409.3081654616262
2884,2021,40–44,M,C,409.3081654616262
2885,2021,40–44,M,C,409.3081654616262
2886,2021,40–44,M,C,409.3081654616262
2887,2021,40–44,M,C,409.3081654616262
2888,2021,40–44,M,C,409.3081654616262
2889,2021,40–44,M,C,409.3081654616262
2890,2021,40–44,M,C,409.3081654616262
2891,2021,40–44,M,C,409.3081654616262
2892,2021,40–44,M,C,409.3081654616262
2893,2021,40–44,M,C,409.3081654616262
2894,2021,40–44,M,C,409.3081654616262
2895,2021,40–44,M,C,409.3081654616262
2896,2021,40–44,M,C,409.3081654616262
2897,2021,40–44,M,C,409.3081654616262
2898,2021,40–44,M,C,409.3081654616262
2899,2021,40–44,M,C,409.3081654616262
2900,2021,40–44,M,C,409.3081654616262
2901,2021,40–44,M,C,409.3081654616262
2902,2021,40–44,M,C,409.3081654616262
2903,2021,40–44,M,C,409.3081654616262
2904,2021,40–44,M,C,409.3081654616262
2905,2021,40–44,M,C,409.3081654616262
2906,2021,40–44,M,C,409.3081654616262
2907,2021,40–44,M,C,409.3081654616262
2908,2021,40–44,M,C,409.3081654616262
2909,2021,40–44,M,C,409.3081654616262
2910,2021,40–44,M,C,409.3081654616262
2911,2021,40–44,M,C,409.3081654616262
2912,2021,40–44,M,C,409.3081654616262
2913,2021,40–44,M,C,409.3081654616262
2914,2021,40–44,M,C,409.3081654616262
2915,2021,40–44,M,C,409.3081654616262
2916,2021,40–44,M,C,409.3081654616262
2917,2021,40–44,M,C,409.3081654616262
2918,2021,40–44,M,C,409.3081654616262
2919,2021,40–44,M,C,409.3081654616262
